"SucursalID","Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"S02","Pan blanco Selecta 483","0200000068754","Panaderia","2025-11-15","Selecta","117.93","8"
"S05","Refresco cola Selecta 948","0200000051122","Bebidas","2026-06-03","Selecta","68.56","261"
"S06","Jamón cocido Nutrimax 561","0200000421161","Embutidos","2027-12-29","Nutrimax","89.96","137"
"S04","Leche entera DelCampo 970","0200000002504","Lacteos","2027-12-19","DelCampo","86.12","47"
"S01","Caramelos BioNatural 866","0200000382532","Snacks","2026-12-09","BioNatural","84.78","114"
"S06","Salsa de tomate NaturVida 596","0200000517031","Condimentos","2028-11-16","NaturVida","93.89","305"
"S06","Tomate en lata FrescoMar 554","0200000392126","Conservas","2026-03-12","FrescoMar","48.78","172"
"S06","Pimienta Gourmet GT 388","0200000498626","Condimentos","2026-12-27","Gourmet GT","69.4","95"
"S01","Aceite de coco Gourmet GT 508","0200000468967","Aceites","2028-01-27","Gourmet GT","146.59","119"
"S05","Zanahoria AguaPura 630","0200000153901","Verduras","2026-05-15","AguaPura","86.89","53"
"S05","Yogur natural Gourmet GT 741","0200000018004","Lacteos","2028-05-25","Gourmet GT","93.92","328"
"S04","Lasagna Delicias 751","0200000269752","Congelados","2028-04-30","Delicias","62.29","152"
"S05","Avena DelCampo 750","0200000219121","Cereales","2026-03-12","DelCampo","56.07","450"
"S03","Chocolates BuenSabor 681","0200000372640","Snacks","2026-03-15","BuenSabor","107.06","23"
"S06","Carne molida Nutrimax 813","0200000113891","Carnes","2028-03-18","Nutrimax","11.87","398"
"S03","Bolsas basura FrescoMar 158","0200000311942","Limpieza","2028-03-31","FrescoMar","95.89","394"
"S05","Papel higiénico BioNatural 242","0200000339918","Higiene","2025-10-23","BioNatural","149.92","232"
"S01","Frijoles refritos Gourmet GT 165","0200000398123","Conservas","2027-11-18","Gourmet GT","45.69","209"
"S04","Maní salado DelCampo 461","0200000358496","Snacks","2028-05-28","DelCampo","99.37","195"
"S04","Arroz blanco Gourmet GT 910","0200000211716","Cereales","2025-04-14","Gourmet GT","100.18","390"
"S02","Piña Delicias 194","0200000195294","Frutas","2025-08-27","Delicias","119.3","85"
"S05","Aceite de oliva FrescoMar 789","0200000458017","Aceites","2027-08-12","FrescoMar","115.59","330"
"S05","Pimienta FrescoMar 489","0200000499843","Condimentos","2027-08-27","FrescoMar","144.52","292"
"S02","Margarina Gourmet GT 638","0200000476261","Aceites","2026-08-17","Gourmet GT","39.11","212"
"S01","Sal BuenSabor 399","0200000490897","Condimentos","2025-01-11","BuenSabor","109.91","317"
"S03","Comino Nutrimax 900","0200000508331","Condimentos","2027-07-21","Nutrimax","51.06","111"
"S05","Comino DelCampo 985","0200000505916","Condimentos","2025-09-28","DelCampo","48.54","277"
"S03","Pan integral NaturVida 846","0200000077521","Panaderia","2025-09-07","NaturVida","31.31","454"
"S04","Salami Selecta 262","0200000428150","Embutidos","2026-04-20","Selecta","147.61","249"
"S06","Sal Gourmet GT 392","0200000491885","Condimentos","2028-01-01","Gourmet GT","49.69","271"
"S01","Galletas DelCampo 695","0200000081700","Panaderia","2026-03-14","DelCampo","143.37","425"
"S03","Jugo de mango BioNatural 121","0200000064551","Bebidas","2025-03-08","BioNatural","116.1","374"
"S03","Piña Gourmet GT 644","0200000191435","Frutas","2027-05-06","Gourmet GT","118.81","304"
"S06","Avena Delicias 282","0200000217255","Cereales","2028-11-28","Delicias","11.82","480"
"S02","Tostadas FrescoMar 134","0200000094018","Panaderia","2025-09-02","FrescoMar","26.61","416"
"S05","Pan integral AguaPura 653","0200000078477","Panaderia","2025-01-01","AguaPura","139.72","449"
"S06","Chuleta DelCampo 937","0200000125616","Carnes","2025-07-29","DelCampo","144.85","356"
"S04","Maní salado Selecta 968","0200000360113","Snacks","2026-06-08","Selecta","107.22","218"
"S01","Piña DelCampo 496","0200000194249","Frutas","2026-02-27","DelCampo","118.62","490"
"S02","Bolsas basura Delicias 386","0200000307558","Limpieza","2025-04-01","Delicias","30.92","375"
"S01","Manteca BioNatural 249","0200000482214","Aceites","2027-08-05","BioNatural","52.45","161"
"S01","Té helado FrescoMar 646","0200000058314","Bebidas","2028-02-17","FrescoMar","49.64","349"
"S04","Cebolla NaturVida 998","0200000146593","Verduras","2025-04-10","NaturVida","40.9","43"
"S04","Jugo de mango DelCampo 391","0200000065821","Bebidas","2025-11-03","DelCampo","87.15","362"
"S02","Banano FrescoMar 530","0200000172458","Frutas","2026-12-03","FrescoMar","6.78","64"
"S05","Detergente BuenSabor 297","0200000282456","Limpieza","2025-01-19","BuenSabor","129.29","431"
"S04","Queso fresco AguaPura 362","0200000013392","Lacteos","2028-11-03","AguaPura","12.78","155"
"S05","Mayonesa AguaPura 691","0200000519627","Condimentos","2025-03-23","AguaPura","96.15","390"
"S02","Quinoa BioNatural 622","0200000230879","Cereales","2028-02-29","BioNatural","93.12","485"
"S06","Mango Gourmet GT 906","0200000198419","Frutas","2026-05-01","Gourmet GT","18.33","81"
"S06","Jugo de mango AguaPura 288","0200000064082","Bebidas","2028-01-30","AguaPura","133.5","445"
"S02","Manteca FrescoMar 670","0200000487870","Aceites","2027-07-10","FrescoMar","23.05","29"
"S05","Tocino Selecta 936","0200000442860","Embutidos","2025-10-09","Selecta","120.74","450"
"S02","Jamón cocido BuenSabor 350","0200000422856","Embutidos","2028-07-12","BuenSabor","87.12","185"
"S06","Chorizo AguaPura 649","0200000435703","Embutidos","2028-09-13","AguaPura","96.68","305"
"S01","Atún en lata BuenSabor 334","0200000388850","Conservas","2026-08-10","BuenSabor","36.82","50"
"S06","Brócoli Delicias 557","0200000160276","Verduras","2028-11-04","Delicias","52.96","378"
"S06","Pepperoni Delicias 845","0200000448045","Embutidos","2026-07-17","Delicias","106.75","161"
"S03","Tomate en lata NaturVida 215","0200000395083","Conservas","2026-05-09","NaturVida","114.91","405"
"S05","Salsa de tomate Selecta 690","0200000509858","Condimentos","2027-12-07","Selecta","83.72","488"
"S03","Queso fresco AguaPura 774","0200000014730","Lacteos","2026-08-02","AguaPura","124.38","86"
"S03","Caramelos DelCampo 862","0200000384829","Snacks","2025-05-29","DelCampo","122.43","190"
"S03","Pimienta FrescoMar 558","0200000498093","Condimentos","2026-12-03","FrescoMar","57.05","22"
"S03","Barras granola Nutrimax 664","0200000362873","Snacks","2027-12-27","Nutrimax","59.36","58"
"S06","Atún en lata Selecta 849","0200000385569","Conservas","2025-01-12","Selecta","55.53","122"
"S03","Caramelos DelCampo 246","0200000378624","Snacks","2026-07-30","DelCampo","21.69","81"
"S04","Cebolla Selecta 220","0200000144487","Verduras","2028-09-14","Selecta","129.17","303"
"S05","Leche entera DelCampo 137","0200000004780","Lacteos","2027-08-29","DelCampo","18.69","92"
"S06","Aceite de oliva Selecta 644","0200000458258","Aceites","2025-08-11","Selecta","126.98","188"
"S01","Miel Selecta 925","0200000414566","Conservas","2027-01-21","Selecta","68.37","314"
"S01","Zanahoria Nutrimax 886","0200000155974","Verduras","2027-04-16","Nutrimax","110.06","133"
"S06","Frijoles refritos Delicias 845","0200000399355","Conservas","2028-05-10","Delicias","76.15","78"
"S06","Esponja BioNatural 584","0200000302123","Limpieza","2026-08-11","BioNatural","27.44","57"
"S04","Pechuga de pollo DelCampo 451","0200000100603","Carnes","2026-03-06","DelCampo","57.45","129"
"S01","Chorizo BuenSabor 109","0200000436497","Embutidos","2028-03-20","BuenSabor","123.96","356"
"S05","Papa Selecta 827","0200000147830","Verduras","2028-10-03","Selecta","4.99","176"
"S04","Aceite de coco Gourmet GT 937","0200000472809","Aceites","2027-06-16","Gourmet GT","72.6","459"
"S02","Barras granola AguaPura 218","0200000367141","Snacks","2027-09-16","AguaPura","68.17","282"
"S05","Mango Selecta 790","0200000201615","Frutas","2026-10-02","Selecta","92.86","231"
"S02","Banano Gourmet GT 110","0200000173928","Frutas","2025-12-28","Gourmet GT","46.11","120"
"S04","Agua purificada AguaPura 636","0200000039282","Bebidas","2026-05-29","AguaPura","85.31","128"
"S01","Aceite de coco BioNatural 552","0200000470072","Aceites","2028-11-02","BioNatural","123.59","480"
"S02","Papel higiénico FrescoMar 418","0200000345531","Higiene","2025-02-07","FrescoMar","47.17","95"
"S05","Papa NaturVida 141","0200000151197","Verduras","2026-08-09","NaturVida","25.11","159"
"S02","Arroz blanco DelCampo 981","0200000207335","Cereales","2025-04-24","DelCampo","113.55","215"
"S01","Aceite vegetal Selecta 363","0200000463566","Aceites","2027-10-16","Selecta","70.13","133"
"S02","Croissant BuenSabor 538","0200000089198","Panaderia","2026-07-30","BuenSabor","122.74","237"
"S02","Tomate AguaPura 198","0200000137449","Verduras","2027-08-02","AguaPura","147.96","309"
"S01","Arroz blanco BuenSabor 813","0200000204157","Cereales","2028-03-01","BuenSabor","64.21","53"
"S03","Miel AguaPura 128","0200000412705","Conservas","2028-07-20","AguaPura","26.93","188"
"S02","Chuleta BioNatural 244","0200000123586","Carnes","2025-03-20","BioNatural","114.95","419"
"S02","Pizza familiar Selecta 265","0200000243277","Congelados","2028-11-12","Selecta","118.35","214"
"S02","Cebolla NaturVida 508","0200000146997","Verduras","2026-03-24","NaturVida","87.17","170"
"S05","Bistec DelCampo 321","0200000118562","Carnes","2027-09-01","DelCampo","26.63","404"
"S05","Tomate BuenSabor 135","0200000138546","Verduras","2027-10-05","BuenSabor","18.3","166"
"S01","Aceite vegetal Selecta 783","0200000462245","Aceites","2027-07-22","Selecta","25.1","84"
"S01","Aceite vegetal Delicias 893","0200000464801","Aceites","2026-07-09","Delicias","53.47","18"
"S01","Bistec Delicias 612","0200000118901","Carnes","2028-05-14","Delicias","18.72","369"
"S02","Queso fresco Gourmet GT 426","0200000009266","Lacteos","2026-04-25","Gourmet GT","116.16","413"
"S04","Detergente BuenSabor 538","0200000281843","Limpieza","2026-12-31","BuenSabor","7.57","454"
"S05","Papas congeladas FrescoMar 374","0200000265856","Congelados","2028-10-06","FrescoMar","98.55","221"
"S04","Tomate en lata BuenSabor 474","0200000392671","Conservas","2026-11-28","BuenSabor","64.8","49"
"S06","Mantequilla Gourmet GT 183","0200000024950","Lacteos","2025-09-15","Gourmet GT","112.16","63"
"S04","Chorizo FrescoMar 384","0200000437511","Embutidos","2025-08-25","FrescoMar","33.11","343"
"S04","Comino Delicias 476","0200000504561","Condimentos","2027-08-11","Delicias","52.24","101"
"S05","Pan integral NaturVida 288","0200000080388","Panaderia","2026-12-23","NaturVida","70.54","248"
"S05","Tostadas Selecta 861","0200000096685","Panaderia","2027-11-29","Selecta","87.66","134"
"S04","Maní salado Gourmet GT 929","0200000356178","Snacks","2025-10-30","Gourmet GT","101.27","219"
"S01","Pepperoni BuenSabor 264","0200000449697","Embutidos","2027-11-07","BuenSabor","57.31","308"
"S01","Chocolates DelCampo 369","0200000378273","Snacks","2025-03-13","DelCampo","17.99","320"
"S06","Comino Nutrimax 718","0200000502365","Condimentos","2028-01-06","Nutrimax","51.28","196"
"S03","Maní salado Gourmet GT 640","0200000353307","Snacks","2026-09-16","Gourmet GT","68.51","425"
"S01","Pizza familiar Gourmet GT 175","0200000241780","Congelados","2028-07-12","Gourmet GT","123.95","61"
"S06","Chocolates DelCampo 186","0200000370797","Snacks","2027-03-30","DelCampo","19.83","137"
"S03","Tomate en lata BioNatural 202","0200000391099","Conservas","2027-12-17","BioNatural","95.45","313"
"S04","Pasta dental AguaPura 702","0200000332314","Higiene","2028-08-22","AguaPura","27.57","351"
"S05","Papel higiénico Selecta 261","0200000344465","Higiene","2025-05-31","Selecta","105.08","94"
"S01","Chuleta NaturVida 913","0200000122112","Carnes","2027-11-17","NaturVida","104.15","226"
"S04","Jamón cocido Selecta 192","0200000419829","Embutidos","2025-09-09","Selecta","10.74","483"
"S03","Miel Gourmet GT 332","0200000415353","Conservas","2028-05-24","Gourmet GT","12.16","342"
"S06","Bolsas basura NaturVida 746","0200000308982","Limpieza","2026-06-10","NaturVida","68.01","163"
"S02","Tostadas BuenSabor 233","0200000094830","Panaderia","2025-06-08","BuenSabor","27.76","223"
"S03","Papas fritas Nutrimax 641","0200000348217","Snacks","2027-04-07","Nutrimax","47.25","172"
"S01","Mango NaturVida 153","0200000202495","Frutas","2028-11-05","NaturVida","135.28","150"
"S03","Pizza familiar BioNatural 848","0200000240716","Congelados","2028-11-20","BioNatural","137.92","108"
"S05","Helado vainilla Nutrimax 550","0200000259816","Congelados","2026-03-16","Nutrimax","55.56","381"
"S01","Manzana NaturVida 959","0200000167258","Frutas","2026-07-04","NaturVida","41.21","79"
"S04","Leche entera BuenSabor 713","0200000000414","Lacteos","2025-09-30","BuenSabor","28.87","132"
"S02","Pepperoni DelCampo 761","0200000449242","Embutidos","2027-05-07","DelCampo","135.68","138"
"S02","Aceite de oliva DelCampo 363","0200000456705","Aceites","2025-03-11","DelCampo","76.13","169"
"S04","Cebolla FrescoMar 443","0200000142179","Verduras","2028-02-18","FrescoMar","93.52","260"
"S02","Esponja Gourmet GT 983","0200000298981","Limpieza","2025-11-12","Gourmet GT","61.8","376"
"S03","Margarina Nutrimax 215","0200000478853","Aceites","2028-08-19","Nutrimax","23.87","97"
"S05","Margarina NaturVida 175","0200000480602","Aceites","2026-10-08","NaturVida","81.96","184"
"S01","Maní salado Selecta 105","0200000360941","Snacks","2027-01-01","Selecta","132.49","301"
"S02","Pimienta DelCampo 592","0200000496738","Condimentos","2028-08-27","DelCampo","38.67","14"
"S06","Carne molida DelCampo 559","0200000110608","Carnes","2025-10-18","DelCampo","22.53","123"
"S06","Jugo de mango NaturVida 661","0200000061535","Bebidas","2025-10-19","NaturVida","77.41","139"
"S02","Naranja BuenSabor 359","0200000181295","Frutas","2027-06-02","BuenSabor","120.89","383"
"S02","Suavizante BioNatural 720","0200000292246","Limpieza","2028-09-22","BioNatural","146.22","279"
"S03","Mermelada Nutrimax 397","0200000406254","Conservas","2026-07-25","Nutrimax","58.79","356"
"S06","Galletas Selecta 427","0200000084898","Panaderia","2026-06-28","Selecta","137.87","462"
"S04","Quinoa Delicias 909","0200000231501","Cereales","2025-01-07","Delicias","50.96","274"
"S05","Papa FrescoMar 963","0200000150585","Verduras","2028-07-26","FrescoMar","80.66","165"
"S06","Mermelada Selecta 956","0200000409761","Conservas","2026-12-20","Selecta","134.4","123"
"S01","Lasagna Nutrimax 430","0200000268907","Congelados","2025-03-23","Nutrimax","62.95","190"
"S05","Aceite de coco FrescoMar 492","0200000468520","Aceites","2028-10-09","FrescoMar","36.29","493"
"S06","Papa Nutrimax 127","0200000152907","Verduras","2025-12-19","Nutrimax","60.59","351"
"S03","Naranja Nutrimax 240","0200000183604","Frutas","2028-01-03","Nutrimax","31.16","79"
"S03","Papa FrescoMar 203","0200000151375","Verduras","2027-02-08","FrescoMar","22.49","341"
"S04","Jugo de naranja BioNatural 692","0200000047623","Bebidas","2026-10-19","BioNatural","5.11","67"
"S04","Pechuga de pollo BioNatural 228","0200000102038","Carnes","2026-06-11","BioNatural","72.68","336"
"S01","Tostadas Selecta 494","0200000099306","Panaderia","2028-05-10","Selecta","29.9","189"
"S01","Jabón de baño DelCampo 791","0200000322148","Higiene","2028-05-22","DelCampo","31.46","250"
"S04","Jugo de mango FrescoMar 611","0200000062783","Bebidas","2027-11-06","FrescoMar","132.26","128"
"S06","Mermelada Gourmet GT 924","0200000409958","Conservas","2027-08-19","Gourmet GT","4.62","328"
"S03","Atún en lata DelCampo 395","0200000388888","Conservas","2028-08-14","DelCampo","35.4","81"
"S03","Aceite vegetal FrescoMar 628","0200000461630","Aceites","2026-07-05","FrescoMar","142.5","371"
"S01","Comino BioNatural 587","0200000504190","Condimentos","2027-01-22","BioNatural","143.26","40"
"S02","Granola BuenSabor 547","0200000223908","Cereales","2025-01-02","BuenSabor","72.11","104"
"S03","Papas fritas Gourmet GT 270","0200000350894","Snacks","2028-10-05","Gourmet GT","38.7","148"
"S06","Quinoa Gourmet GT 759","0200000226774","Cereales","2026-08-26","Gourmet GT","68.57","437"
"S05","Miel BioNatural 553","0200000414570","Conservas","2028-07-16","BioNatural","10.55","444"
"S04","Papas fritas Delicias 775","0200000352238","Snacks","2027-07-27","Delicias","141.31","485"
"S02","Tomate NaturVida 475","0200000141199","Verduras","2025-05-13","NaturVida","52.48","63"
"S01","Papas fritas AguaPura 991","0200000349077","Snacks","2027-03-17","AguaPura","118.53","172"
"S05","Manteca AguaPura 505","0200000485178","Aceites","2028-10-17","AguaPura","99.02","297"
"S06","Filete AguaPura 820","0200000127730","Carnes","2027-10-18","AguaPura","68.24","106"
"S03","Chuleta AguaPura 137","0200000124145","Carnes","2026-08-16","AguaPura","50.73","484"
"S04","Carne molida Selecta 929","0200000108541","Carnes","2025-05-21","Selecta","18.18","460"
"S01","Pizza familiar BuenSabor 102","0200000248061","Congelados","2028-03-27","BuenSabor","52.94","205"
"S04","Zanahoria FrescoMar 964","0200000159887","Verduras","2027-02-01","FrescoMar","57.88","294"
"S06","Pan blanco BuenSabor 913","0200000071453","Panaderia","2026-05-16","BuenSabor","148.3","85"
"S03","Yogur natural BuenSabor 856","0200000018792","Lacteos","2026-09-22","BuenSabor","5.54","58"
"S04","Filete DelCampo 314","0200000130204","Carnes","2025-01-07","DelCampo","9.61","28"
"S01","Filete AguaPura 558","0200000130537","Carnes","2026-01-30","AguaPura","40.67","194"
"S05","Aceite de coco DelCampo 584","0200000467303","Aceites","2028-09-25","DelCampo","30.74","499"
"S03","Chuleta BuenSabor 886","0200000122858","Carnes","2028-03-29","BuenSabor","108.83","181"
"S05","Granola Nutrimax 614","0200000226420","Cereales","2025-02-17","Nutrimax","102.8","374"
"S03","Arroz blanco Nutrimax 454","0200000204744","Cereales","2028-09-11","Nutrimax","72.79","390"
"S01","Helado vainilla NaturVida 159","0200000255775","Congelados","2025-11-18","NaturVida","64.18","267"
"S05","Miel DelCampo 361","0200000418416","Conservas","2026-04-18","DelCampo","107.08","411"
"S06","Papas fritas DelCampo 704","0200000352960","Snacks","2025-12-13","DelCampo","146.35","306"
"S03","Mermelada Nutrimax 121","0200000404478","Conservas","2025-07-15","Nutrimax","8.33","467"
"S04","Margarina Selecta 492","0200000475467","Aceites","2025-02-02","Selecta","31.16","343"
"S03","Bistec Nutrimax 225","0200000115668","Carnes","2027-07-31","Nutrimax","38.87","156"
"S05","Aceite de coco Delicias 470","0200000466459","Aceites","2026-05-05","Delicias","91.19","216"
"S05","Pan blanco AguaPura 668","0200000069692","Panaderia","2027-08-15","AguaPura","101.05","83"
"S02","Aceite de oliva AguaPura 539","0200000456259","Aceites","2028-01-02","AguaPura","129.4","57"
"S02","Naranja Delicias 336","0200000182126","Frutas","2028-10-29","Delicias","63.8","124"
"S01","Jugo de naranja BioNatural 185","0200000047426","Bebidas","2027-04-20","BioNatural","96.05","446"
"S01","Granola Gourmet GT 210","0200000226222","Cereales","2026-11-15","Gourmet GT","129.63","370"
"S03","Jabón de baño Delicias 476","0200000325182","Higiene","2025-06-05","Delicias","83.9","158"
"S05","Atún en lata FrescoMar 422","0200000389940","Conservas","2028-01-11","FrescoMar","13.68","190"
"S03","Papas fritas Delicias 115","0200000346859","Snacks","2027-11-02","Delicias","37.38","489"
"S02","Refresco cola Selecta 281","0200000048035","Bebidas","2026-09-27","Selecta","106.59","58"
"S03","Crema Gourmet GT 402","0200000031861","Lacteos","2027-05-26","Gourmet GT","45.29","257"
"S03","Filete AguaPura 307","0200000133920","Carnes","2027-07-25","AguaPura","68.61","201"
"S02","Pan integral FrescoMar 453","0200000076610","Panaderia","2027-06-12","FrescoMar","74.75","200"
"S04","Brócoli Delicias 990","0200000163052","Verduras","2028-04-16","Delicias","110.09","299"
"S06","Chorizo NaturVida 434","0200000438398","Embutidos","2025-12-21","NaturVida","49.29","278"
"S01","Jabón de baño Nutrimax 121","0200000324108","Higiene","2025-05-19","Nutrimax","34.08","168"
"S06","Aceite de coco Selecta 835","0200000470678","Aceites","2025-05-17","Selecta","15.63","75"
"S03","Tomate en lata BioNatural 395","0200000395753","Conservas","2028-03-04","BioNatural","83.06","321"
"S03","Chuleta Gourmet GT 200","0200000125457","Carnes","2026-04-02","Gourmet GT","135.76","241"
"S04","Piña DelCampo 399","0200000193342","Frutas","2027-12-17","DelCampo","36.88","389"
"S04","Jabón de baño Gourmet GT 853","0200000320912","Higiene","2027-12-28","Gourmet GT","96.61","258"
"S05","Cebolla Nutrimax 751","0200000141398","Verduras","2028-07-04","Nutrimax","45.84","472"
"S02","Leche entera Nutrimax 942","0200000002348","Lacteos","2026-03-12","Nutrimax","59.75","354"
"S01","Chuleta Gourmet GT 186","0200000125348","Carnes","2027-12-05","Gourmet GT","93.15","228"
"S02","Desodorante Nutrimax 391","0200000336286","Higiene","2028-03-12","Nutrimax","99.74","487"
"S01","Jugo de mango NaturVida 803","0200000064860","Bebidas","2027-01-31","NaturVida","39.25","206"
"S05","Quinoa AguaPura 107","0200000227227","Cereales","2028-01-20","AguaPura","135.48","36"
"S03","Manteca FrescoMar 541","0200000487059","Aceites","2027-01-03","FrescoMar","84.1","331"
"S04","Comino Delicias 582","0200000506684","Condimentos","2026-11-05","Delicias","32.62","285"
"S03","Crema BioNatural 332","0200000034383","Lacteos","2028-10-13","BioNatural","83.33","360"
"S03","Caramelos AguaPura 305","0200000380605","Snacks","2026-03-01","AguaPura","43.15","435"
"S06","Pasta dental Delicias 956","0200000333300","Higiene","2026-12-26","Delicias","126.06","448"
"S06","Filete FrescoMar 177","0200000132009","Carnes","2025-04-09","FrescoMar","92.32","315"
"S03","Desodorante Gourmet GT 330","0200000335266","Higiene","2026-02-12","Gourmet GT","46.04","89"
"S03","Crema Nutrimax 924","0200000033549","Lacteos","2027-02-11","Nutrimax","124.78","22"
"S04","Shampoo Delicias 287","0200000317506","Higiene","2028-12-27","Delicias","93.77","248"
"S02","Manzana AguaPura 213","0200000166987","Frutas","2026-12-22","AguaPura","120.31","42"
"S02","Tomate BioNatural 414","0200000139081","Verduras","2028-12-09","BioNatural","38.11","137"
"S04","Suavizante DelCampo 791","0200000297023","Limpieza","2027-12-30","DelCampo","68.23","392"
"S06","Shampoo BioNatural 330","0200000313951","Higiene","2025-12-06","BioNatural","131.29","47"
"S03","Jugo de naranja FrescoMar 895","0200000045189","Bebidas","2025-02-06","FrescoMar","59.05","382"
"S01","Pasta dental Selecta 194","0200000329699","Higiene","2027-07-14","Selecta","32.55","306"
"S05","Helado vainilla AguaPura 866","0200000260135","Congelados","2026-03-25","AguaPura","41.0","245"
"S04","Esponja FrescoMar 879","0200000303643","Limpieza","2027-10-31","FrescoMar","17.03","35"
"S03","Aceite de coco Selecta 376","0200000468235","Aceites","2028-03-10","Selecta","9.64","271"
"S05","Refresco cola AguaPura 900","0200000052137","Bebidas","2026-11-23","AguaPura","23.83","5"
"S02","Mayonesa Nutrimax 587","0200000518768","Condimentos","2026-07-01","Nutrimax","13.34","37"
"S06","Té helado Gourmet GT 719","0200000056933","Bebidas","2025-12-02","Gourmet GT","65.14","248"
"S04","Detergente Selecta 771","0200000281577","Limpieza","2025-06-18","Selecta","124.86","140"
"S05","Frijoles refritos Nutrimax 577","0200000402583","Conservas","2026-11-23","Nutrimax","70.25","168"
"S05","Nuggets DelCampo 694","0200000254076","Congelados","2028-03-11","DelCampo","108.16","201"
"S05","Papas congeladas NaturVida 381","0200000267951","Congelados","2026-06-20","NaturVida","123.98","114"
"S05","Pepperoni AguaPura 859","0200000453671","Embutidos","2026-04-05","AguaPura","115.15","362"
"S03","Atún en lata BuenSabor 269","0200000386821","Conservas","2028-01-15","BuenSabor","136.01","294"
"S06","Sal Gourmet GT 672","0200000490208","Condimentos","2025-06-17","Gourmet GT","114.28","294"
"S04","Miel Selecta 138","0200000411895","Conservas","2026-07-12","Selecta","125.46","367"
"S03","Frijoles refritos Gourmet GT 443","0200000398700","Conservas","2028-07-10","Gourmet GT","39.31","29"
"S02","Papel higiénico BuenSabor 362","0200000341457","Higiene","2028-08-10","BuenSabor","121.61","41"
"S01","Cebolla AguaPura 563","0200000146531","Verduras","2028-10-04","AguaPura","33.91","72"
"S05","Papa AguaPura 900","0200000149633","Verduras","2028-05-27","AguaPura","10.92","486"
"S03","Esponja Nutrimax 500","0200000302540","Limpieza","2026-01-29","Nutrimax","76.1","46"
"S02","Manteca DelCampo 192","0200000485186","Aceites","2027-08-24","DelCampo","82.18","198"
"S02","Galletas Gourmet GT 357","0200000085550","Panaderia","2025-12-10","Gourmet GT","120.94","208"
"S06","Lasagna Gourmet GT 176","0200000275634","Congelados","2028-07-21","Gourmet GT","34.28","477"
"S05","Mango FrescoMar 822","0200000202912","Frutas","2028-01-21","FrescoMar","71.64","302"
"S04","Bolsas basura FrescoMar 267","0200000311313","Limpieza","2028-10-06","FrescoMar","68.88","71"
"S02","Mango Delicias 768","0200000197032","Frutas","2026-01-03","Delicias","133.36","297"
"S04","Manteca Selecta 893","0200000486170","Aceites","2026-10-22","Selecta","103.2","414"
"S04","Nuggets Selecta 208","0200000253713","Congelados","2028-05-01","Selecta","85.33","112"
